0 0.001437 0.238790 0.238790 0.238790 0.269015 0.269015 1.177485 1.268929 1.268929 1.268929 1.464047 1.723037 1.723037 1.723037 1.744569 1.744569 1.744569 2.446308 2.446308 2.688744 3.195684 3.195684 3.195684 3.769503 3.769503 3.769503 3.826689 3.826689 3.826689 4.021647 4.021647 4.324535 4.662889 4.662889 4.679099 4.679099 4.679099 4.736810 4.746370 4.746370 4.746370 4.757993 4.757993 4.757993 4.794305 4.794305 4.794305 5.005018 5.204229 5.204229 5.204229 5.209997 5.209997 5.209997 5.671802 8.056150 8.056150 8.056150 8.676454
1 0.001615 0.238735 0.238833 0.238833 0.268962 0.269034 1.177419 1.268011 1.268179 1.268179 1.465190 1.712894 1.712894 1.721492 1.744966 1.756121 1.756121 2.444954 2.447877 2.689231 3.196578 3.196578 3.197799 3.760282 3.760282 3.763244 3.826521 3.835836 3.835836 4.021286 4.025604 4.325920 4.622765 4.658868 4.675841 4.675841 4.699063 4.712183 4.712183 4.750788 4.757008 4.759280 4.774584 4.774584 4.794953 4.815610 4.815610 5.000303 5.170578 5.170578 5.199662 5.217653 5.245744 5.245744 5.678374 8.049984 8.056201 8.056201 8.679973
2 0.002147 0.238569 0.238962 0.238962 0.268805 0.269093 1.177220 1.265333 1.265935 1.265935 1.468496 1.697739 1.697739 1.716972 1.746157 1.775487 1.775487 2.440945 2.452472 2.690726 3.199260 3.199260 3.204081 3.740958 3.740958 3.745875 3.826019 3.854914 3.854914 4.020224 4.035990 4.330171 4.570699 4.648656 4.662074 4.662074 4.675220 4.675220 4.705293 4.762190 4.763129 4.786260 4.786260 4.796416 4.802929 4.855339 4.855339 4.988718 5.137641 5.137641 5.186753 5.238531 5.285684 5.285684 5.697330 8.031938 8.056354 8.056354 8.690095
3 0.003034 0.238294 0.239177 0.239177 0.268545 0.269190 1.176893 1.261105 1.262218 1.262218 1.473612 1.683355 1.683355 1.709816 1.748138 1.796844 1.796844 2.434427 2.459767 2.693341 3.203719 3.203719 3.214344 3.718654 3.718654 3.720434 3.825189 3.876727 3.876727 4.018526 4.049573 4.337533 4.517112 4.623352 4.623352 4.635193 4.660493 4.660493 4.706918 4.769511 4.777637 4.797166 4.799752 4.799752 4.854924 4.893503 4.893503 4.975712 5.111217 5.111217 5.167449 5.268661 5.326820 5.326820 5.726810 8.003184 8.056603 8.056603 8.705689
4 0.004274 0.237910 0.239478 0.239478 0.268183 0.269326 1.176440 1.255609 1.257066 1.257066 1.479974 1.670440 1.670440 1.700595 1.750903 1.819418 1.819418 2.425625 2.469244 2.697261 3.209937 3.209937 3.228299 3.689823 3.695399 3.695399 3.824043 3.899119 3.899119 4.016298 4.063284 4.348264 4.463057 4.581950 4.581950 4.620269 4.648280 4.648280 4.707366 4.778378 4.794674 4.795339 4.815289 4.815289 4.908332 4.920655 4.920655 4.966840 5.098350 5.098350 5.144052 5.304943 5.368960 5.368960 5.764681 7.965239 8.056941 8.056941 8.725316
5 0.005865 0.237420 0.239863 0.239863 0.267722 0.269499 1.175870 1.249143 1.250535 1.250535 1.486812 1.659184 1.659184 1.690136 1.754443 1.842913 1.842913 2.414813 2.480229 2.702752 3.217876 3.217876 3.245576 3.656162 3.671857 3.671857 3.822594 3.921245 3.921245 4.013688 4.075041 4.362456 4.408875 4.541977 4.541977 4.604748 4.635925 4.635925 4.707046 4.786339 4.789669 4.814430 4.832294 4.832294 4.926905 4.926905 4.962083 4.966413 5.108427 5.108427 5.118712 5.345558 5.412014 5.412014 5.809088 7.919615 8.057355 8.057355 8.747566
6 0.007805 0.236826 0.240334 0.240334 0.267166 0.269711 1.175189 1.241982 1.242701 1.242701 1.493094 1.649654 1.649654 1.679578 1.758750 1.867124 1.867124 2.402290 2.491937 2.710142 3.227470 3.227470 3.265749 3.620891 3.648339 3.648339 3.820860 3.942546 3.942546 4.010882 4.083780 4.354727 4.379903 4.504134 4.504134 4.589050 4.623726 4.623726 4.705793 4.771287 4.803312 4.834489 4.850367 4.850367 4.912835 4.912835 4.976140 5.015421 5.093580 5.140692 5.140692 5.389520 5.455945 5.455945 5.858619 7.867642 8.057831 8.057831 8.771246
7 0.010092 0.236130 0.240889 0.240889 0.266517 0.269958 1.174406 1.233662 1.233662 1.234357 1.497461 1.641857 1.641857 1.670426 1.763810 1.891874 1.891874 2.388356 2.503536 2.719791 3.238601 3.238601 3.288351 3.585003 3.625068 3.625068 3.818862 3.962487 3.962487 4.008112 4.089243 4.300714 4.400097 4.468952 4.468952 4.573394 4.611994 4.611994 4.703230 4.750756 4.819230 4.855298 4.869202 4.869202 4.887872 4.887872 4.995119 5.057397 5.080868 5.185701 5.185701 5.436309 5.500747 5.500747 5.912256 7.810413 8.058355 8.058355 8.795427
8 0.012721 0.235336 0.241527 0.241527 0.265781 0.270242 1.173532 1.223530 1.223530 1.226451 1.498301 1.635761 1.635761 1.664464 1.769610 1.916997 1.916997 2.373297 2.514234 2.732018 3.251069 3.251069 3.312883 3.549217 3.602286 3.602286 3.816624 3.980464 3.980464 4.005651 4.091672 4.246908 4.422350 4.436982 4.436982 4.557903 4.600998 4.600998 4.698869 4.726659 4.837344 4.857998 4.857998 4.876733 4.889012 4.889012 5.021473 5.042392 5.127306 5.237072 5.237072 5.485658 5.546444 5.546444 5.969274 7.748812 8.058908 8.058908 8.819424
9 0.015690 0.234447 0.242247 0.242247 0.264964 0.270560 1.172577 1.212433 1.212433 1.218403 1.494185 1.631306 1.631306 1.663303 1.776136 1.942333 1.942333 2.357372 2.523375 2.747010 3.264536 3.264536 3.338821 3.514091 3.580335 3.580335 3.814171 3.995776 3.995776 4.003821 4.091548 4.193369 4.408831 4.408831 4.445950 4.542648 4.590988 4.590988 4.692183 4.700528 4.826560 4.826560 4.857577 4.898720 4.909179 4.909179 5.023424 5.053523 5.180825 5.291974 5.291974 5.537444 5.593082 5.593082 6.029152 7.683559 8.059471 8.059471 8.842746
