0 -0.002352 0.215076 0.215076 0.215076 0.243882 0.243882 1.175914 1.264196 1.264196 1.264196 1.462557 1.715753 1.715753 1.715753 1.723577 1.723577 1.723577 2.428262 2.428262 2.678505 3.189080 3.189080 3.189080 3.766287 3.766287 3.766287 3.820530 3.820530 3.820530 4.009099 4.009099 4.314203 4.661394 4.661394 4.677872 4.677872 4.677872 4.735700 4.741972 4.741972 4.741972 4.752065 4.752065 4.752065 4.790345 4.790345 4.790345 5.002763 5.198730 5.198730 5.198730 5.203954 5.203954 5.203954 5.661585 8.050045 8.050045 8.050045 8.668743
1 -0.002175 0.215025 0.215118 0.215118 0.243833 0.243901 1.175821 1.263297 1.263404 1.263404 1.463656 1.701821 1.701821 1.714195 1.723997 1.738977 1.738977 2.426967 2.429863 2.678997 3.189953 3.189953 3.191131 3.756669 3.756669 3.759819 3.820366 3.830089 3.830089 4.008764 4.013282 4.315608 4.621291 4.657234 4.674518 4.674518 4.697827 4.707282 4.707282 4.746529 4.753334 4.755889 4.769348 4.769348 4.791044 4.811564 4.811564 4.997852 5.164773 5.164773 5.194142 5.211726 5.239983 5.239983 5.668181 8.043836 8.050093 8.050093 8.672289
2 -0.001643 0.214869 0.215244 0.215244 0.243685 0.243957 1.175543 1.260675 1.261037 1.261037 1.466831 1.686183 1.686183 1.709640 1.725256 1.759003 1.759003 2.423132 2.434553 2.680511 3.192569 3.192569 3.197223 3.736935 3.736935 3.741960 3.819873 3.849620 3.849620 4.007780 4.024205 4.319925 4.569145 4.646762 4.659168 4.659168 4.671573 4.671573 4.704096 4.757132 4.758192 4.781427 4.781427 4.792669 4.801855 4.851238 4.851238 4.985775 5.131744 5.131744 5.181178 5.232845 5.279941 5.279941 5.687194 8.025664 8.050234 8.050234 8.682486
3 -0.000757 0.214610 0.215453 0.215453 0.243440 0.244051 1.175085 1.256525 1.257125 1.257125 1.471730 1.672086 1.672086 1.702445 1.727350 1.780359 1.780359 2.416891 2.442001 2.683154 3.196918 3.196918 3.207181 3.714410 3.714410 3.715974 3.819060 3.871726 3.871726 4.006211 4.038401 4.327400 4.515470 4.618882 4.618882 4.633076 4.658057 4.658057 4.705736 4.763429 4.773863 4.793724 4.795232 4.795232 4.853932 4.889454 4.889454 4.972109 5.105221 5.105221 5.161813 5.263190 5.321071 5.321071 5.716740 7.996721 8.050463 8.050463 8.698186
4 0.000482 0.214250 0.215745 0.215745 0.243100 0.244182 1.174452 1.251118 1.251717 1.251717 1.477787 1.659696 1.659696 1.693210 1.730271 1.802792 1.802792 2.408453 2.451682 2.687108 3.202981 3.202981 3.220732 3.684885 3.691039 3.691039 3.817936 3.894338 3.894338 4.004162 4.052665 4.338298 4.461326 4.577257 4.577257 4.617988 4.645745 4.645745 4.706192 4.772181 4.791669 4.791729 4.811009 4.811009 4.907433 4.916592 4.916592 4.962475 5.092345 5.092345 5.138365 5.299612 5.363188 5.363188 5.754668 7.958542 8.050772 8.050772 8.717931
5 0.002071 0.213790 0.216120 0.216120 0.242667 0.244349 1.173653 1.244741 1.244886 1.244886 1.484211 1.649069 1.649069 1.682805 1.734009 1.826125 1.826125 2.398073 2.462918 2.692634 3.210722 3.210722 3.237523 3.650843 3.667441 3.667441 3.816516 3.916653 3.916653 4.001779 4.064872 4.352710 4.407056 4.537159 4.537159 4.602348 4.633225 4.633225 4.705877 4.783330 4.783792 4.810940 4.828200 4.828200 4.922573 4.922573 4.961288 4.961305 5.102667 5.102667 5.112988 5.340288 5.406202 5.406202 5.799115 7.912657 8.051149 8.051149 8.740295
6 0.004009 0.213231 0.216578 0.216578 0.242144 0.244552 1.172698 1.236725 1.236725 1.237659 1.489931 1.640214 1.640214 1.672425 1.738551 1.850196 1.850196 2.386031 2.474921 2.700054 3.220074 3.220074 3.257144 3.615277 3.643911 3.643911 3.814816 3.938130 3.938130 3.999250 4.073966 4.352825 4.370425 4.499212 4.499212 4.586562 4.620864 4.620864 4.704623 4.769075 4.796807 4.831089 4.846422 4.846422 4.908123 4.908123 4.970456 5.014743 5.087830 5.135280 5.135280 5.384247 5.450076 5.450076 5.848669 7.860402 8.051580 8.051580 8.764077
7 0.006292 0.212577 0.217117 0.217117 0.241536 0.244791 1.171599 1.227348 1.227348 1.230098 1.493548 1.633103 1.633103 1.663635 1.743883 1.874844 1.874844 2.372610 2.486859 2.709720 3.230919 3.230919 3.279141 3.579159 3.620664 3.620664 3.812859 3.958241 3.958241 3.996803 4.079705 4.298733 4.390921 4.463936 4.463936 4.570839 4.608980 4.608980 4.702049 4.748720 4.812539 4.851967 4.865443 4.865443 4.882792 4.882792 4.989058 5.054310 5.077645 5.180550 5.180550 5.430978 5.494805 5.494805 5.902315 7.802878 8.052048 8.052048 8.788345
8 0.008918 0.211831 0.217736 0.217736 0.240848 0.245064 1.170370 1.216885 1.216885 1.222239 1.493438 1.627681 1.627681 1.658237 1.749988 1.899910 1.899910 2.358083 2.497937 2.721950 3.243062 3.243062 3.303028 3.543187 3.597939 3.597939 3.810666 3.976378 3.976378 3.994712 4.082354 4.244853 4.413495 4.431885 4.431885 4.555293 4.597838 4.597838 4.697660 4.724690 4.830450 4.852880 4.852880 4.873457 4.885159 4.885159 5.015187 5.037200 5.126329 5.232105 5.232105 5.480224 5.540410 5.540410 5.959333 7.740973 8.052534 8.052534 8.812409
9 0.011881 0.210995 0.218436 0.218436 0.240086 0.245370 1.169026 1.205477 1.205477 1.214220 1.488263 1.623872 1.623872 1.657759 1.756847 1.925240 1.925240 2.342699 2.507493 2.736940 3.256168 3.256168 3.328289 3.507903 3.576073 3.576073 3.808263 3.991830 3.991830 3.993299 4.082410 4.191245 4.403680 4.403680 4.437419 4.539995 4.587687 4.587687 4.690925 4.698570 4.821210 4.821210 4.850467 4.895490 4.905436 4.905436 5.018191 5.047113 5.180058 5.287149 5.287149 5.531868 5.586935 5.586935 6.019207 7.675408 8.053020 8.053020 8.835779
