-2.352102370738883182e-03 2.150764509933055235e-01 2.150764509933082713e-01 2.150764509933115742e-01 2.438819935748803569e-01 2.438819935748836598e-01 1.175914035462794605e+00 1.264195783708235155e+00 1.264195783708235599e+00 1.264195783708235599e+00 1.462557053402617102e+00 1.715752517720939396e+00 1.715752517720942061e+00 1.715752517720944059e+00 1.723576505277701898e+00 1.723576505277702786e+00 1.723576505277704563e+00 2.428261764126613542e+00 2.428261764126614874e+00 2.678504668153787183e+00 3.189080387662559524e+00 3.189080387662560856e+00 3.189080387662562632e+00 3.766287476417476299e+00 3.766287476417478519e+00 3.766287476417478963e+00 3.820530409386128756e+00 3.820530409386129644e+00 3.820530409386132309e+00 4.009098762178537001e+00 4.009098762178538777e+00 4.314202628779747251e+00 4.661394495754752398e+00 4.661394495754759504e+00 4.677871647671481448e+00 4.677871647671485889e+00 4.677871647671485889e+00 4.735699893382828485e+00 4.741971617077378909e+00 4.741971617077379797e+00 4.741971617077380685e+00 4.752065207790783674e+00 4.752065207790785450e+00 4.752065207790788115e+00 4.790345455500631289e+00 4.790345455500631289e+00 4.790345455500634841e+00 5.002762596340576629e+00 5.198730167397043189e+00 5.198730167397045854e+00 5.198730167397047630e+00 5.203953887453447891e+00 5.203953887453452332e+00 5.203953887453454108e+00 5.661585317410694707e+00 8.050045406407363657e+00 8.050045406407512871e+00 8.050045406409482851e+00 8.668742972475975250e+00
-2.174695204707533403e-03 2.150245047707262380e-01 2.151183160834398422e-01 2.151183160834403141e-01 2.438326627294483684e-01 2.439008029366710739e-01 1.175821069295525323e+00 1.263297257932224360e+00 1.263403756288567381e+00 1.263403756288570934e+00 1.463655817037295526e+00 1.701820685208516926e+00 1.701820685208516926e+00 1.714194610255171503e+00 1.723996813870947165e+00 1.738976796634383204e+00 1.738976796634385424e+00 2.426967452337296383e+00 2.429863088666810444e+00 2.678997381427934421e+00 3.189953087549839861e+00 3.189953087549841637e+00 3.191131072532241042e+00 3.756669404020856362e+00 3.756669404020858138e+00 3.759819417570951838e+00 3.820365606748787446e+00 3.830088711002845869e+00 3.830088711002846313e+00 4.008763788094121594e+00 4.013282379453324999e+00 4.315608405940920989e+00 4.621291072346769724e+00 4.657233762174493030e+00 4.674517748790653293e+00 4.674517748790655958e+00 4.697826630528171954e+00 4.707282223756438455e+00 4.707282223756440231e+00 4.746529363947127322e+00 4.753334271626712848e+00 4.755888792685098565e+00 4.769348105805095273e+00 4.769348105805096161e+00 4.791043930778418058e+00 4.811563935769124889e+00 4.811563935769125777e+00 4.997851934770276117e+00 5.164772567154200189e+00 5.164772567154209071e+00 5.194141602382122969e+00 5.211726219047261743e+00 5.239982677070575079e+00 5.239982677070578632e+00 5.668180957638476514e+00 8.043835757619346438e+00 8.050093020801904586e+00 8.050093020802586707e+00 8.672289166856803178e+00
-1.642715329219523925e-03 2.148689040552321794e-01 2.152438554048942687e-01 2.152438554048945740e-01 2.436850277680496502e-01 2.439571652804753688e-01 1.175543452888024198e+00 1.260674627046519669e+00 1.261037163157813668e+00 1.261037163157816776e+00 1.466831031915489802e+00 1.686183001020103545e+00 1.686183001020105321e+00 1.709639825750357112e+00 1.725256210891070729e+00 1.759003194343426335e+00 1.759003194343426557e+00 2.423131945713233204e+00 2.434553421200998269e+00 2.680511036620185195e+00 3.192568570885848445e+00 3.192568570885848445e+00 3.197222951964074245e+00 3.736935229222420940e+00 3.736935229222427601e+00 3.741959713025480916e+00 3.819873343068341143e+00 3.849619820305408613e+00 3.849619820305418383e+00 4.007780111021233438e+00 4.024205458830902415e+00 4.319924679819681756e+00 4.569145164608506171e+00 4.646762064562870442e+00 4.659168340614924908e+00 4.659168340614925796e+00 4.671573259881506068e+00 4.671573259881506957e+00 4.704096072509889481e+00 4.757131728632600698e+00 4.758192029057782158e+00 4.781427305678372264e+00 4.781427305678374040e+00 4.792669436366557179e+00 4.801855379194444495e+00 4.851237560061126608e+00 4.851237560061126608e+00 4.985775319869996558e+00 5.131743550449862745e+00 5.131743550449866298e+00 5.181178401630605279e+00 5.232844519892409174e+00 5.279940611151880070e+00 5.279940611151880070e+00 5.687193695570439189e+00 8.025663617019121787e+00 8.050234105748641511e+00 8.050234105749801472e+00 8.682485899184110067e+00
-7.568919188071592495e-04 2.146103611998751437e-01 2.154529003226801076e-01 2.154529003226808848e-01 2.434401657817921727e-01 2.440508834807827987e-01 1.175084993260200550e+00 1.256525023075556691e+00 1.257125032185091085e+00 1.257125032185091973e+00 1.471730377855152039e+00 1.672085683310428283e+00 1.672085683310430726e+00 1.702444833713791850e+00 1.727350150180369415e+00 1.780359028263831300e+00 1.780359028263831300e+00 2.416891242459387357e+00 2.442001170199382010e+00 2.683153596691262077e+00 3.196917771472278513e+00 3.196917771472280734e+00 3.207181275340123427e+00 3.714409718373194114e+00 3.714409718373196334e+00 3.715973806662975054e+00 3.819059991886629923e+00 3.871726488641141550e+00 3.871726488641147323e+00 4.006211222427968899e+00 4.038401202169847437e+00 4.327400267394784450e+00 4.515470135038687438e+00 4.618882056159667293e+00 4.618882056159672622e+00 4.633075887594967135e+00 4.658057373494248310e+00 4.658057373494249198e+00 4.705736166479271176e+00 4.763429122942261174e+00 4.773862910263278359e+00 4.793724070786109515e+00 4.795232071473114033e+00 4.795232071473114921e+00 4.853932106137763824e+00 4.889453654376078262e+00 4.889453654376082703e+00 4.972108873444912369e+00 5.105220932706054704e+00 5.105220932706055592e+00 5.161813110546414229e+00 5.263190388406773224e+00 5.321070836532825865e+00 5.321070836532834747e+00 5.716740209426564689e+00 7.996720704191641715e+00 8.050463432936760810e+00 8.050463432937396746e+00 8.698186358988674982e+00
4.815452192553329089e-04 2.142500584635913530e-01 2.157451671610713384e-01 2.157451671610721711e-01 2.430998866091763633e-01 2.441816293285895278e-01 1.174451907111985660e+00 1.251117983350605867e+00 1.251717256068639816e+00 1.251717256068642037e+00 1.477787188495277571e+00 1.659696110647442824e+00 1.659696110647446154e+00 1.693209808042955622e+00 1.730271185985351012e+00 1.802791653335020561e+00 1.802791653335024780e+00 2.408452870199225604e+00 2.451682375282683513e+00 2.687108404470559986e+00 3.202981298385006337e+00 3.202981298385007669e+00 3.220732197626621662e+00 3.684885052152557350e+00 3.691038581807718710e+00 3.691038581807719154e+00 3.817935981947341517e+00 3.894338199298809311e+00 3.894338199298811087e+00 4.004162263025324187e+00 4.052664934594645274e+00 4.338297608499595448e+00 4.461325846132722539e+00 4.577257050519174975e+00 4.577257050519181192e+00 4.617987894164526708e+00 4.645745053158382376e+00 4.645745053158385041e+00 4.706192146323912695e+00 4.772181404997080101e+00 4.791668507331495519e+00 4.791728981011359245e+00 4.811009020200298636e+00 4.811009020200300412e+00 4.907433308732303878e+00 4.916591694726751172e+00 4.916591694726756501e+00 4.962475288296876563e+00 5.092344703226025615e+00 5.092344703226029168e+00 5.138364549672230552e+00 5.299611779244444598e+00 5.363187503756148722e+00 5.363187503756150498e+00 5.754667844325391357e+00 7.958542003783831476e+00 8.050772444677770423e+00 8.050772444679019202e+00 8.717930554896657469e+00
2.070843298109298694e-03 2.137896405731812277e-01 2.161202533113262547e-01 2.161202533113283919e-01 2.426667553379557030e-01 2.443489440420678893e-01 1.173652636936523441e+00 1.244740636914016152e+00 1.244885774028392067e+00 1.244885774028392955e+00 1.484210582040703441e+00 1.649069334119359631e+00 1.649069334119359631e+00 1.682804875321163074e+00 1.734009161044759662e+00 1.826125282046564546e+00 1.826125282046568987e+00 2.398072673673003585e+00 2.462917902230847389e+00 2.692634192420123806e+00 3.210722165096751457e+00 3.210722165096752789e+00 3.237523333210484466e+00 3.650842882714775417e+00 3.667441299953179801e+00 3.667441299953180245e+00 3.816515517829599080e+00 3.916652775642291751e+00 3.916652775642292195e+00 4.001779442443424983e+00 4.064872121576397213e+00 4.352710082736869879e+00 4.407056476932031508e+00 4.537158861457252890e+00 4.537158861457258219e+00 4.602348028987492512e+00 4.633224556753513745e+00 4.633224556753515522e+00 4.705877404538808761e+00 4.783330123847195026e+00 4.783792379620134483e+00 4.810939784937426467e+00 4.828199617155378931e+00 4.828199617155380707e+00 4.922573139040875567e+00 4.922573139040879120e+00 4.961288130771578153e+00 4.961305165152442243e+00 5.102667390242396905e+00 5.102667390242402234e+00 5.112987895298129359e+00 5.340288260982053004e+00 5.406201899311879444e+00 5.406201899311880332e+00 5.799114974833614156e+00 7.912656511097532430e+00 8.051149493269855739e+00 8.051149493270091995e+00 8.740294789011556986e+00
4.008694084928552184e-03 2.132312044215853020e-01 2.165776318487162844e-01 2.165776318487164787e-01 2.421441247890737669e-01 2.445522390018015080e-01 1.172697609815409381e+00 1.236724546695307625e+00 1.236724546695307847e+00 1.237658880823604646e+00 1.489931485803154265e+00 1.640213849260832468e+00 1.640213849260834467e+00 1.672425294754092073e+00 1.738551453550717163e+00 1.850196023530344958e+00 1.850196023530345180e+00 2.386030725493452742e+00 2.474920876535899428e+00 2.700053743409070339e+00 3.220073635361878850e+00 3.220073635361880626e+00 3.257144019458611428e+00 3.615276941989915560e+00 3.643911026906152983e+00 3.643911026906156980e+00 3.814816210351233750e+00 3.938130355362837509e+00 3.938130355362849500e+00 3.999249981273147014e+00 4.073966166805200295e+00 4.352825478591256569e+00 4.370425117526878012e+00 4.499212484000797652e+00 4.499212484000800316e+00 4.586562059415556725e+00 4.620863798368999298e+00 4.620863798369000186e+00 4.704622980382670683e+00 4.769075291784983683e+00 4.796807247451878808e+00 4.831088892542739544e+00 4.846422414836077053e+00 4.846422414836084158e+00 4.908122545146341054e+00 4.908122545146345495e+00 4.970455637596402632e+00 5.014743396716466961e+00 5.087829631561145760e+00 5.135279753469177422e+00 5.135279753469181863e+00 5.384247083596550354e+00 5.450075944584241050e+00 5.450075944584251708e+00 5.848669140742223327e+00 7.860401934878255226e+00 8.051580186627093738e+00 8.051580186629429647e+00 8.764077283475558033e+00
6.292190047187622322e-03 2.125772860117920993e-01 2.171166447219404771e-01 2.171166447219421147e-01 2.415361790540861975e-01 2.447907967301828080e-01 1.171598952997066290e+00 1.227347578549596863e+00 1.227347578549597973e+00 1.230098279854652032e+00 1.493547985987656812e+00 1.633102925151371121e+00 1.633102925151375340e+00 1.663634877436169557e+00 1.743883268757306704e+00 1.874843616869671603e+00 1.874843616869674268e+00 2.372610488789143712e+00 2.486859043554365378e+00 2.709719744620503690e+00 3.230919464052055101e+00 3.230919464052056878e+00 3.279141123208257014e+00 3.579158632768073556e+00 3.620664110368346122e+00 3.620664110368347011e+00 3.812858635567410115e+00 3.958241297396439595e+00 3.958241297396440039e+00 3.996803075108299463e+00 4.079705137380463142e+00 4.298733224232518246e+00 4.390921400875806846e+00 4.463935514017441264e+00 4.463935514017446593e+00 4.570838631020832210e+00 4.608979734938499995e+00 4.608979734938503547e+00 4.702048519532062265e+00 4.748719671648136575e+00 4.812539151040517993e+00 4.851966842411703063e+00 4.865443352298187030e+00 4.865443352298195023e+00 4.882792434518388625e+00 4.882792434518388625e+00 4.989057806897667646e+00 5.054309511800637367e+00 5.077645156949047056e+00 5.180550306194287025e+00 5.180550306194287913e+00 5.430978471396595175e+00 5.494804957792911004e+00 5.494804957792916333e+00 5.902315415406592436e+00 7.802878313026252677e+00 8.052047851281422197e+00 8.052047851282919666e+00 8.788345007787297547e+00
8.917767351119501584e-03 2.118308447839974962e-01 2.177364945917610317e-01 2.177364945917654171e-01 2.408479895979853957e-01 2.450637721390399593e-01 1.170370181739770032e+00 1.216884874178491449e+00 1.216884874178497222e+00 1.222239361662342816e+00 1.493438285835563928e+00 1.627681323229456467e+00 1.627681323229459798e+00 1.658237185900751198e+00 1.749987959596180920e+00 1.899910176408918794e+00 1.899910176408919904e+00 2.358083347826123166e+00 2.497937313524468905e+00 2.721949933217071571e+00 3.243061691002375291e+00 3.243061691002376179e+00 3.303028353732035516e+00 3.543187172971391075e+00 3.597939261751926132e+00 3.597939261751926576e+00 3.810665843122027940e+00 3.976378350018861862e+00 3.976378350018866747e+00 3.994712201489123427e+00 4.082353946848230386e+00 4.244853079402118645e+00 4.413494719549634127e+00 4.431884902271313820e+00 4.431884902271314708e+00 4.555293408488088502e+00 4.597837659365305640e+00 4.597837659365307417e+00 4.697659867918569709e+00 4.724689598544443925e+00 4.830450375220148196e+00 4.852880044230230006e+00 4.852880044230230006e+00 4.873456996452071088e+00 4.885158722961011613e+00 4.885158722961018718e+00 5.015186624477726340e+00 5.037199803787508756e+00 5.126329262155719491e+00 5.232105033698403851e+00 5.232105033698410956e+00 5.480224343412074539e+00 5.540410049008854365e+00 5.540410049008854365e+00 5.959333466036180305e+00 7.740972967731548415e+00 8.052534127994960045e+00 8.052534127997432734e+00 8.812409321696994979e+00
1.188113335057583778e-02 2.109952454896396601e-01 2.184362354067258538e-01 2.184362354067273804e-01 2.400855859917117030e-01 2.453701940732974096e-01 1.169025874895471384e+00 1.205476864018803163e+00 1.205476864018803163e+00 1.214220490588880264e+00 1.488262670790103437e+00 1.623872345004781392e+00 1.623872345004782947e+00 1.657759258786168255e+00 1.756847360630154453e+00 1.925240498265450295e+00 1.925240498265451405e+00 2.342698796384752313e+00 2.507492512880689084e+00 2.736939969408947793e+00 3.256167651800135232e+00 3.256167651800135676e+00 3.328289150785509243e+00 3.507903197075581847e+00 3.576072556299794591e+00 3.576072556299795480e+00 3.808262834592025747e+00 3.991829730500903395e+00 3.991829730500905171e+00 3.993298699404639773e+00 4.082410490705600914e+00 4.191244792733776592e+00 4.403680473880510426e+00 4.403680473880512203e+00 4.437418898204184892e+00 4.539994736734698222e+00 4.587687036086030901e+00 4.587687036086033565e+00 4.690924894230318110e+00 4.698570224768024772e+00 4.821210471511047757e+00 4.821210471511056639e+00 4.850466868484208938e+00 4.895489874263912355e+00 4.905435671614501558e+00 4.905435671614502446e+00 5.018191284705131316e+00 5.047113025454543767e+00 5.180057633195790601e+00 5.287148559145347981e+00 5.287148559145348869e+00 5.531868196151018324e+00 5.586935213204198725e+00 5.586935213204208495e+00 6.019206658648554864e+00 7.675407879403293165e+00 8.053019720117944757e+00 8.053019720118884450e+00 8.835779392223502171e+00
